,label,score
4523,유리하다,2
4524,유리하고,2
4525,유리하며,2
4526,유리하지 않다,-2
4527,유리하지 않게,-2
4528,유리하지 않은,-2
4529,유리하지 않고,-2
4530,유리하지 않으며,-2
4531,유리안한,-2
4532,일정하게,1
4533,일정한,1
4534,일정하다,2
4535,일정하고,2
4536,일정하며,2
4537,일정하지 않다,-2
4538,일정하지 않게,-2
4539,일정하지 않은,-2
4540,일정하지 않고,-2
4541,일정하지 않으며,-2
4542,일정안한,-2
4543,절박하게,1
4544,절박한,1
4545,절박하다,2
4546,절박하고,2
4547,절박하며,2
4548,절박하지 않다,-2
4549,절박하지 않게,-2
4550,절박하지 않은,-2
4551,절박하지 않고,-2
4552,절박하지 않으며,-2
4553,절박안한,-2
4554,쏠쏠하게,1
4555,쏠쏠한,1
4556,쏠쏠하다,2
4557,쏠쏠하고,2
4558,쏠쏠하며,2
4559,쏠쏠하지 않다,-2
4560,쏠쏠하지 않게,-2
4561,쏠쏠하지 않은,-2
4562,쏠쏠하지 않고,-2
4563,쏠쏠하지 않으며,-2
4564,쏠쏠안한,-2
4565,딱하게,1
4566,딱한,1
4567,딱하다,2
4568,딱하고,2
4569,딱하며,2
4570,딱하지 않다,-2
4571,딱하지 않게,-2
4572,딱하지 않은,-2
4573,딱하지 않고,-2
4574,딱하지 않으며,-2
4575,딱안한,-2
4576,가물하게,1
4577,가물한,1
4578,가물하다,2
4579,가물하고,2
4580,가물하며,2
4581,가물하지 않다,-2
4582,가물하지 않게,-2
4583,가물하지 않은,-2
4584,가물하지 않고,-2
4585,가물하지 않으며,-2
4586,가물안한,-2
4587,구구하게,1
4588,구구한,1
4589,구구하다,2
4590,구구하고,2
4591,구구하며,2
4592,구구하지 않다,-2
4593,구구하지 않게,-2
4594,구구하지 않은,-2
4595,구구하지 않고,-2
4596,구구하지 않으며,-2
4597,구구안한,-2
4598,사근사근하게,1
4599,사근사근한,1
4600,사근사근하다,2
4601,사근사근하고,2
4602,사근사근하며,2
4603,사근사근하지 않다,-2
4604,사근사근하지 않게,-2
4605,사근사근하지 않은,-2
4606,사근사근하지 않고,-2
4607,사근사근하지 않으며,-2
4608,사근사근안한,-2
4609,취약하게,1
4610,취약한,1
4611,취약하다,2
4612,취약하고,2
4613,취약하며,2
4614,취약하지 않다,-2
4615,취약하지 않게,-2
4616,취약하지 않은,-2
4617,취약하지 않고,-2
4618,취약하지 않으며,-2
4619,취약안한,-2
4620,도톰하게,1
4621,도톰한,1
4622,도톰하다,2
4623,도톰하고,2
4624,도톰하며,2
4625,도톰하지 않다,-2
4626,도톰하지 않게,-2
4627,도톰하지 않은,-2
4628,도톰하지 않고,-2
4629,도톰하지 않으며,-2
4630,도톰안한,-2
4631,순전하게,1
4632,순전한,1
4633,순전하다,2
4634,순전하고,2
4635,순전하며,2
4636,순전하지 않다,-2
4637,순전하지 않게,-2
4638,순전하지 않은,-2
4639,순전하지 않고,-2
4640,순전하지 않으며,-2
4641,순전안한,-2
4642,지긋하게,1
4643,지긋한,1
4644,지긋하다,2
4645,지긋하고,2
4646,지긋하며,2
4647,지긋하지 않다,-2
4648,지긋하지 않게,-2
4649,지긋하지 않은,-2
4650,지긋하지 않고,-2
4651,지긋하지 않으며,-2
4652,지긋안한,-2
4653,발랄하게,1
4654,발랄한,1
4655,발랄하다,2
4656,발랄하고,2
4657,발랄하며,2
4658,발랄하지 않다,-2
4659,발랄하지 않게,-2
4660,발랄하지 않은,-2
4661,발랄하지 않고,-2
4662,발랄하지 않으며,-2
4663,발랄안한,-2
4664,중후하게,1
4665,중후한,1
4666,중후하다,2
4667,중후하고,2
4668,중후하며,2
4669,중후하지 않다,-2
4670,중후하지 않게,-2
4671,중후하지 않은,-2
4672,중후하지 않고,-2
4673,중후하지 않으며,-2
4674,중후안한,-2
4675,오붓하게,1
4676,오붓한,1
4677,오붓하다,2
4678,오붓하고,2
4679,오붓하며,2
4680,오붓하지 않다,-2
4681,오붓하지 않게,-2
4682,오붓하지 않은,-2
4683,오붓하지 않고,-2
4684,오붓하지 않으며,-2
4685,오붓안한,-2
4686,적적하게,1
4687,적적한,1
4688,적적하다,2
4689,적적하고,2
4690,적적하며,2
4691,적적하지 않다,-2
4692,적적하지 않게,-2
4693,적적하지 않은,-2
4694,적적하지 않고,-2
4695,적적하지 않으며,-2
4696,적적안한,-2
4697,기특하게,1
4698,기특한,1
4699,기특하다,2
4700,기특하고,2
4701,기특하며,2
4702,기특하지 않다,-2
4703,기특하지 않게,-2
4704,기특하지 않은,-2
4705,기특하지 않고,-2
4706,기특하지 않으며,-2
4707,기특안한,-2
4708,섹시하게,1
4709,섹시한,1
4710,섹시하다,2
4711,섹시하고,2
4712,섹시하며,2
4713,섹시하지 않다,-2
4714,섹시하지 않게,-2
4715,섹시하지 않은,-2
4716,섹시하지 않고,-2
4717,섹시하지 않으며,-2
4718,섹시안한,-2
4719,너저분하게,1
4720,너저분한,1
4721,너저분하다,2
4722,너저분하고,2
4723,너저분하며,2
4724,너저분하지 않다,-2
4725,너저분하지 않게,-2
4726,너저분하지 않은,-2
4727,너저분하지 않고,-2
4728,너저분하지 않으며,-2
4729,너저분안한,-2
4730,난감하게,1
4731,난감한,1
4732,난감하다,2
4733,난감하고,2
4734,난감하며,2
4735,난감하지 않다,-2
4736,난감하지 않게,-2
4737,난감하지 않은,-2
4738,난감하지 않고,-2
4739,난감하지 않으며,-2
4740,난감안한,-2
4741,연연하게,1
4742,연연한,1
4743,연연하다,2
4744,연연하고,2
4745,연연하며,2
4746,연연하지 않다,-2
4747,연연하지 않게,-2
4748,연연하지 않은,-2
4749,연연하지 않고,-2
4750,연연하지 않으며,-2
4751,연연안한,-2
4752,건장하게,1
4753,건장한,1
4754,건장하다,2
4755,건장하고,2
4756,건장하며,2
4757,건장하지 않다,-2
4758,건장하지 않게,-2
4759,건장하지 않은,-2
4760,건장하지 않고,-2
4761,건장하지 않으며,-2
4762,건장안한,-2
4763,헐렁하게,1
4764,헐렁한,1
4765,헐렁하다,2
4766,헐렁하고,2
4767,헐렁하며,2
4768,헐렁하지 않다,-2
4769,헐렁하지 않게,-2
4770,헐렁하지 않은,-2
4771,헐렁하지 않고,-2
4772,헐렁하지 않으며,-2
4773,헐렁안한,-2
4774,짜릿하게,1
4775,짜릿한,1
4776,짜릿하다,2
4777,짜릿하고,2
4778,짜릿하며,2
4779,짜릿하지 않다,-2
4780,짜릿하지 않게,-2
4781,짜릿하지 않은,-2
4782,짜릿하지 않고,-2
4783,짜릿하지 않으며,-2
4784,짜릿안한,-2
4785,찬란하게,1
4786,찬란한,1
4787,찬란하다,2
4788,찬란하고,2
4789,찬란하며,2
4790,찬란하지 않다,-2
4791,찬란하지 않게,-2
4792,찬란하지 않은,-2
4793,찬란하지 않고,-2
4794,찬란하지 않으며,-2
4795,찬란안한,-2
4796,단조하게,1
4797,단조한,1
4798,단조하다,2
4799,단조하고,2
4800,단조하며,2
4801,단조하지 않다,-2
4802,단조하지 않게,-2
4803,단조하지 않은,-2
4804,단조하지 않고,-2
4805,단조하지 않으며,-2
4806,단조안한,-2
4807,기괴하게,1
4808,기괴한,1
4809,기괴하다,2
4810,기괴하고,2
4811,기괴하며,2
4812,기괴하지 않다,-2
4813,기괴하지 않게,-2
4814,기괴하지 않은,-2
4815,기괴하지 않고,-2
4816,기괴하지 않으며,-2
4817,기괴안한,-2
4818,누추하게,1
4819,누추한,1
4820,누추하다,2
4821,누추하고,2
4822,누추하며,2
4823,누추하지 않다,-2
4824,누추하지 않게,-2
4825,누추하지 않은,-2
4826,누추하지 않고,-2
4827,누추하지 않으며,-2
4828,누추안한,-2
4829,서늘하게,1
4830,서늘한,1
4831,서늘하다,2
4832,서늘하고,2
4833,서늘하며,2
4834,서늘하지 않다,-2
4835,서늘하지 않게,-2
4836,서늘하지 않은,-2
4837,서늘하지 않고,-2
4838,서늘하지 않으며,-2
4839,서늘안한,-2
4840,쓸쓸하게,1
4841,쓸쓸한,1
4842,쓸쓸하다,2
4843,쓸쓸하고,2
4844,쓸쓸하며,2
4845,쓸쓸하지 않다,-2
4846,쓸쓸하지 않게,-2
4847,쓸쓸하지 않은,-2
4848,쓸쓸하지 않고,-2
4849,쓸쓸하지 않으며,-2
4850,쓸쓸안한,-2
4851,울창하게,1
4852,울창한,1
4853,울창하다,2
4854,울창하고,2
4855,울창하며,2
4856,울창하지 않다,-2
4857,울창하지 않게,-2
4858,울창하지 않은,-2
4859,울창하지 않고,-2
4860,울창하지 않으며,-2
4861,울창안한,-2
4862,미약하게,1
4863,미약한,1
4864,미약하다,2
4865,미약하고,2
4866,미약하며,2
4867,미약하지 않다,-2
4868,미약하지 않게,-2
4869,미약하지 않은,-2
4870,미약하지 않고,-2
4871,미약하지 않으며,-2
4872,미약안한,-2
4873,미안하게,1
4874,미안한,1
4875,미안하다,2
4876,미안하고,2
4877,미안하며,2
4878,미안하지 않다,-2
4879,미안하지 않게,-2
4880,미안하지 않은,-2
4881,미안하지 않고,-2
4882,미안하지 않으며,-2
4883,미안안한,-2
4884,지극하게,1
4885,지극한,1
4886,지극하다,2
4887,지극하고,2
4888,지극하며,2
4889,지극하지 않다,-2
4890,지극하지 않게,-2
4891,지극하지 않은,-2
4892,지극하지 않고,-2
4893,지극하지 않으며,-2
4894,지극안한,-2
4895,멍하게,1
4896,멍한,1
4897,멍하다,2
4898,멍하고,2
4899,멍하며,2
4900,멍하지 않다,-2
4901,멍하지 않게,-2
4902,멍하지 않은,-2
4903,멍하지 않고,-2
4904,멍하지 않으며,-2
4905,멍안한,-2
4906,연소하게,1
4907,연소한,1
4908,연소하다,2
4909,연소하고,2
4910,연소하며,2
4911,연소하지 않다,-2
4912,연소하지 않게,-2
4913,연소하지 않은,-2
4914,연소하지 않고,-2
4915,연소하지 않으며,-2
4916,연소안한,-2
4917,전무하게,1
4918,전무한,1
4919,전무하다,2
4920,전무하고,2
4921,전무하며,2
4922,전무하지 않다,-2
4923,전무하지 않게,-2
4924,전무하지 않은,-2
4925,전무하지 않고,-2
4926,전무하지 않으며,-2
4927,전무안한,-2
4928,미세하게,1
4929,미세한,1
4930,미세하다,2
4931,미세하고,2
4932,미세하며,2
4933,미세하지 않다,-2
4934,미세하지 않게,-2
4935,미세하지 않은,-2
4936,미세하지 않고,-2
4937,미세하지 않으며,-2
4938,미세안한,-2
4939,방불하게,1
4940,방불한,1
4941,방불하다,2
4942,방불하고,2
4943,방불하며,2
4944,방불하지 않다,-2
4945,방불하지 않게,-2
4946,방불하지 않은,-2
4947,방불하지 않고,-2
4948,방불하지 않으며,-2
4949,방불안한,-2
4950,선량하게,1
4951,선량한,1
4952,선량하다,2
4953,선량하고,2
4954,선량하며,2
4955,선량하지 않다,-2
4956,선량하지 않게,-2
4957,선량하지 않은,-2
4958,선량하지 않고,-2
4959,선량하지 않으며,-2
4960,선량안한,-2
4961,순탄하게,1
4962,순탄한,1
4963,순탄하다,2
4964,순탄하고,2
4965,순탄하며,2
4966,순탄하지 않다,-2
4967,순탄하지 않게,-2
4968,순탄하지 않은,-2
4969,순탄하지 않고,-2
4970,순탄하지 않으며,-2
4971,순탄안한,-2
4972,견실하게,1
4973,견실한,1
4974,견실하다,2
4975,견실하고,2
4976,견실하며,2
4977,견실하지 않다,-2
4978,견실하지 않게,-2
4979,견실하지 않은,-2
4980,견실하지 않고,-2
4981,견실하지 않으며,-2
4982,견실안한,-2
4983,쾌청하게,1
4984,쾌청한,1
4985,쾌청하다,2
4986,쾌청하고,2
4987,쾌청하며,2
4988,쾌청하지 않다,-2
4989,쾌청하지 않게,-2
4990,쾌청하지 않은,-2
4991,쾌청하지 않고,-2
4992,쾌청하지 않으며,-2
4993,쾌청안한,-2
4994,막대하게,1
4995,막대한,1
4996,막대하다,2
4997,막대하고,2
4998,막대하며,2
4999,막대하지 않다,-2
5000,막대하지 않게,-2
5001,막대하지 않은,-2
5002,막대하지 않고,-2
5003,막대하지 않으며,-2
5004,막대안한,-2
5005,성대하게,1
5006,성대한,1
5007,성대하다,2
5008,성대하고,2
5009,성대하며,2
5010,성대하지 않다,-2
5011,성대하지 않게,-2
5012,성대하지 않은,-2
5013,성대하지 않고,-2
5014,성대하지 않으며,-2
5015,성대안한,-2
